"フィーチャID","形状(WKT)","施設名称","所在地","診療科目","開設者分類","病床数","救急告示病院","災害拠点病院","期間開始日時","期間終了日時","作成者","作成日時","更新者","更新日時"
"1119","POINT(136.917736908115 35.1889463767729)","おおすぎ歯科クリニック","名古屋市北区大杉三丁目１５－３","歯科、小児歯科、歯科口腔外科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1120","POINT(137.365413 34.6923246)","おおすみ歯科","豊橋市南大清水町字元町４００番地１","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1122","POINT(137.01994392243 35.2139040396205)","おおぞら歯科・口腔外科","尾張旭市旭前町五丁目7番地3","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1125","POINT(137.2605681 34.89183576)","おおた歯科","岡崎市本宿町一里山４１－１","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1126","POINT(137.2810211 34.81462782)","おおつかファミリー歯科","蒲郡市大塚町産子山４２－３","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1127","POINT(137.4031738 34.84175347)","おおつじ歯科","豊川市篠田町割塚37-6","歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1129","POINT(136.9012495 35.14042572)","おおにし歯科医院","名古屋市熱田区金山町１－１４－３","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1130","POINT(136.9928993 35.11387804)","おおね歯科","名古屋市天白区大根町３９２番地","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1131","POINT(136.894560287162 35.2157264842709)","おおのぎこどもファミリー歯科","名古屋市西区大野木一丁目２３８","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1135","POINT(137.1889866 34.95962348)","おおの歯科","岡崎市欠町字三田々北通り２２－５","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1136","POINT(136.8963268 35.2502098)","おおの歯科クリニック","北名古屋市六ツ師町田１１４－３","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1143","POINT(136.820363778878 35.1726279646691)","おおはる歯科","海部郡大治町馬島大道西２３８－８","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1144","POINT(136.9656011 35.01149957)","おおぶファミリー歯科","大府市桃山町5-200ｻﾞ･ﾘﾚｰｼｮﾝﾋﾞﾙ3F","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1147","POINT(136.835516326287 35.2147188355524)","おおまえ歯科医院","清須市清洲１－２１－１３","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1148","POINT(137.0370895 34.9993908)","おおみ歯科","知立市南新地３丁目８番地９","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1151","POINT(136.963456437726 35.0504489583168)","おおもり矯正歯科クリニック","名古屋市緑区桶狭間森前202番地","矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1152","POINT(136.996313893262 35.2071660916314)","おおもり歯科","名古屋市守山区弁天が丘１０１番地","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1153","POINT(136.9751649 35.08903588)","おおやま歯科医院","名古屋市緑区滝ノ水５丁目３１４－１","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1155","POINT(137.016954 35.1136973)","おおや歯科クリニック","日進市赤池南2-1708-1","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1156","POINT(136.954355198033 35.1194570260142)","オオヤ歯科医院","名古屋市瑞穂区彌富通４－２８","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1157","POINT(136.8892957 35.13899306)","おおや歯科医院","名古屋市熱田区明野町１１－１８","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1160","POINT(136.926518 34.8895421)","おかいデンタルクリニック","半田市中町3-16-1","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1163","POINT(137.1522385 34.94259874)","おかざき歯科","岡崎市真宮町３－９","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1164","POINT(137.1641844932 34.9366162014118)","オカザキ歯科・矯正歯科","岡崎市戸崎町外山３８－５","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1168","POINT(137.1778816 35.0218666)","おかしか","岡崎市細川町窪地７７－２１０","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1172","POINT(137.3705632 34.82662326)","おかだ矯正歯科","豊川市諏訪３－３０２　プリオⅡ　１Ｆ","矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1173","POINT(136.985656488427 35.1798289997059)","おかだ歯科","名古屋市名東区八前２－１６１２","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1174","POINT(136.867219 35.14553819)","おかだ歯科","名古屋市中川区宗円町２丁目１５","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1175","POINT(137.146021951485 34.9229586968848)","おかだ歯科・こども歯科","岡崎市井内町字北浦44番地２","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1176","POINT(137.028307 34.997899)","オカダ歯科クリニック","知立市上重原２丁目６５番地","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1181","POINT(137.0020035 34.9235526)","おかべ歯科眼科クリニック","高浜市向山町５丁目９―７０","歯科、歯科口腔外科、矯正歯科、小児歯科、眼科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1182","POINT(137.022246850669 35.1072875791824)","おかまつ歯科","東郷町春木白土2-119","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1183","POINT(136.949291858581 35.1768763770665)","おかむらファミリー歯科","名古屋市千種区若水三丁目５－２９","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1185","POINT(137.4087326 34.70972114)","おかもと歯科医院","豊橋市天伯町字天伯１１７－２","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1187","POINT(137.0113831 35.2661244)","おがわ矯正歯科・歯科","春日井市出川町字大島2006番地13","矯正歯科、小児矯正歯科、歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"1188","POINT(136.8641943 35.17237784)","オガワ歯科","名古屋市中村区道下町３－１１","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
